SKU	Section	2018-12 Units	2018-12 Gross Sales	2019-1 Units	2019-1 Gross Sales	2019-2 Units	2019-2 Gross Sales	2019-3 Units	2019-3 Gross Sales	2019-4 Units	2019-4 Gross Sales	2019-5 Units	2019-5 Gross Sales
6020318	Produce	914	16406.3	905	16244.75	905	16244.75	905	16244.75	932	16729.4	885	15885.75
6029073	Snacks	692	4837.08	727	5081.73	705	4927.95	705	4927.95	733	5123.67	755	5277.45
6034244	Snacks	678	678	692	692	720	720	720	720	742	742	749	749
6047515	Dairy	422	4620.9	439	4807.05	443	4850.85	461	5047.95	475	5201.25	494	5409.3
6050202	Freezer	326	5525.7	329	5576.55	322	5457.9	316	5356.2	316	5356.2	316	5356.2
6052074	Freezer	790	2172.5	830	2282.5	805	2213.75	781	2147.75	789	2169.75	750	2062.5
6070737	Snacks	552	2754.48	546	2724.54	568	2834.32	551	2749.49	579	2889.21	579	2889.21
6085085	Dairy	633	4424.67	614	4291.86	620	4333.8	632	4417.68	657	4592.43	716	5004.84
6086352	Dairy	411	3283.89	432	3451.68	454	3627.46	440	3515.6	427	3411.73	453	3619.47
6090826	Freezer	840	13398	832	13270.4	865	13796.75	882	14067.9	926	14769.7	963	15359.85
6136113	Refrigerated	412	8240	400	8000	396	7920	408	8160	404	8080	416	8320
6141304	Dairy	687	12331.65	694	12457.3	694	12457.3	673	12080.35	660	11847	680	12206
6148160	Produce	880	16280	889	16446.5	916	16946	898	16613	943	17445.5	934	17279
6179237	Refrigerated	679	11203.5	693	11434.5	700	11550	721	11896.5	699	11533.5	664	10956
6190046	Produce	489	6821.55	484	6751.8	489	6821.55	489	6821.55	504	7030.8	479	6682.05
6201011	Canned Goods	478	3322.1	502	3488.9	517	3593.15	512	3558.4	527	3662.65	511	3551.45
6205149	Sodas and Drinks	413	2870.35	421	2925.95	434	3016.3	430	2988.5	417	2898.15	455	3162.25
6222265	Sodas and Drinks	497	2977.03	497	2977.03	502	3006.98	527	3156.73	538	3222.62	576	3450.24
6257881	Freezer	34	270.3	35	278.25	37	294.15	38	302.1	38	302.1	37	294.15
6263308	Snacks	484	1815	479	1796.25	489	1833.75	494	1852.5	489	1833.75	465	1743.75
6266473	Baby	610	8235	604	8154	628	8478	647	8734.5	660	8910	634	8559
6276165	Baby	843	5892.57	851	5948.49	825	5766.75	858	5997.42	892	6235.08	963	6731.37
6286838	Refrigerated	597	567.15	591	561.45	579	550.05	573	544.35	596	566.2	644	611.8
6289082	Produce	121	2171.95	117	2100.15	119	2136.05	119	2136.05	124	2225.8	126	2261.7
6297738	Freezer	64	480	63	472.5	62	465	61	457.5	61	457.5	58	435
6306551	Snacks	541	5680.5	552	5796	558	5859	552	5796	563	5911.5	597	6268.5
6325806	Produce	217	3580.5	226	3729	231	3811.5	226	3729	233	3844.5	226	3729
6335429	Dairy	826	14868	851	15318	868	15624	859	15462	868	15624	894	16092
6368704	Canned Goods	208	3640	202	3535	212	3710	212	3710	212	3710	216	3780
6386635	Sodas and Drinks	437	1092.5	454	1135	454	1135	445	1112.5	454	1135	490	1225
6391957	Produce	173	692	168	672	165	660	172	688	174	696	183	732
6392347	International	258	1287.42	253	1262.47	248	1237.52	253	1262.47	253	1262.47	276	1377.24
6399593	Snacks	17	186.15	17	186.15	18	197.1	19	208.05	19	208.05	19	208.05
6419678	Freezer	282	843.18	285	852.15	299	894.01	299	894.01	290	867.1	287	858.13
6422206	Produce	45	449.55	45	449.55	44	439.56	44	439.56	44	439.56	46	459.54
6426008	Produce	935	6535.65	944	6598.56	935	6535.65	982	6864.18	1031	7206.69	1093	7640.07
6450543	Produce	167	666.33	172	686.28	174	694.26	176	702.24	171	682.29	185	738.15
6458549	Produce	202	1815.98	204	1833.96	202	1815.98	206	1851.94	210	1887.9	225	2022.75
6463233	Freezer	380	4180	376	4136	387	4257	399	4389	415	4565	432	4752
6479211	Produce	534	528.66	539	533.61	544	538.56	549	543.51	544	538.56	598	592.02
6487586	International	274	1233	274	1233	269	1210.5	280	1260	294	1323	323	1453.5
6493425	International	355	3550	351	3510	344	3440	358	3580	372	3720	409	4090
6504784	Produce	385	5370.75	381	5314.95	381	5314.95	373	5203.35	380	5301	376	5245.2
6523139	Produce	373	742.27	373	742.27	380	756.2	384	764.16	384	764.16	388	772.12
6539630	Produce	70	1452.5	72	1494	75	1556.25	74	1535.5	77	1597.75	77	1597.75
6540375	Snacks	553	5391.75	564	5499	547	5333.25	531	5177.25	520	5070	572	5577
6548967	Freezer	939	15014.61	930	14870.7	921	14726.79	939	15014.61	986	15766.14	956	15286.44
6549472	Produce	276	4689.24	284	4825.16	281	4774.19	289	4910.11	295	5012.05	286	4859.14
6556112	Dairy	60	1199.4	58	1159.42	59	1179.41	58	1159.42	57	1139.43	63	1259.37
6558220	Baby	876	11344.2	894	11577.3	930	12043.5	977	12652.15	1026	13286.7	1057	13688.15
6570961	Produce	146	584	150	600	153	612	151	604	154	616	159	636
6580345	Freezer	795	2345.25	835	2463.25	852	2513.4	843	2486.85	860	2537	937	2764.15
6585928	Snacks	867	2592.33	867	2592.33	884	2643.16	902	2696.98	920	2750.8	1003	2998.97
6594517	Produce	690	10343.1	704	10552.96	725	10867.75	754	11302.46	754	11302.46	829	12426.71
6594684	International	380	7201	388	7352.6	384	7276.8	388	7352.6	407	7712.65	403	7636.85
6594747	Baby	276	549.24	276	549.24	279	555.21	285	567.15	276	549.24	273	543.27
6613061	Baby	97	92.15	99	94.05	101	95.95	99	94.05	97	92.15	104	98.8
6620954	Dairy	900	15750	891	15592.5	900	15750	873	15277.5	917	16047.5	1009	17657.5
6626065	Canned Goods	564	10710.36	547	10387.53	531	10083.69	558	10596.42	541	10273.59	568	10786.32
6632858	Produce	746	11152.7	776	11601.2	760	11362	768	11481.6	783	11705.85	767	11466.65
6635576	Canned Goods	418	1667.82	435	1735.65	422	1683.78	426	1699.74	447	1783.53	434	1731.66
6637559	Refrigerated	751	3567.25	759	3605.25	751	3567.25	766	3638.5	804	3819	812	3857
6644581	Produce	134	668.66	131	653.69	135	673.65	134	668.66	137	683.63	137	683.63
6646457	Produce	541	4300.95	536	4261.2	536	4261.2	547	4348.65	536	4261.2	563	4475.85
6646903	Produce	596	6526.2	590	6460.5	614	6723.3	614	6723.3	596	6526.2	572	6263.4
6651099	Produce	610	6703.9	598	6572.02	622	6835.78	628	6901.72	641	7044.59	667	7330.33
6659172	Produce	762	12946.38	800	13592	840	14271.6	840	14271.6	848	14407.52	856	14543.44
6662019	Produce	825	16491.75	817	16331.83	809	16171.91	825	16491.75	866	17311.34	866	17311.34
6666714	Produce	583	7573.17	612	7949.88	624	8105.76	643	8352.57	630	8183.7	687	8924.13
6687730	Refrigerated	387	5031	379	4927	390	5070	402	5226	394	5122	390	5070
6708995	Produce	311	295.45	314	298.3	308	292.6	311	295.45	305	289.75	299	284.05
6714275	Produce	118	702.1	120	714	116	690.2	114	678.3	117	696.15	113	672.35
6743711	International	742	10380.58	742	10380.58	764	10688.36	787	11010.13	787	11010.13	842	11779.58
6747050	Produce	964	11327	964	11327	964	11327	945	11103.75	973	11432.75	1051	12349.25
6765455	Produce	163	3258.37	165	3298.35	160	3198.4	163	3258.37	165	3298.35	180	3598.2
6783566	Snacks	276	1377.24	290	1447.1	284	1417.16	293	1462.07	305	1521.95	308	1536.92
6786952	Produce	570	11964.3	576	12090.24	582	12216.18	588	12342.12	612	12845.88	581	12195.19
6793336	Baby	394	6895	406	7105	410	7175	398	6965	402	7035	434	7595
6796562	Dairy	858	6435	892	6690	919	6892.5	928	6960	937	7027.5	890	6675
6799399	Produce	730	13103.5	737	13229.15	730	13103.5	715	12834.25	751	13480.45	759	13624.05
6813480	Sodas and Drinks	237	1893.63	244	1949.56	254	2029.46	254	2029.46	246	1965.54	258	2061.42
6816098	Produce	469	7499.31	469	7499.31	455	7275.45	473	7563.27	478	7643.22	497	7947.03
6818010	Produce	305	606.95	311	618.89	311	618.89	308	612.92	323	642.77	342	680.58
6841800	Baby	100	899	97	872.03	97	872.03	102	916.98	104	934.96	110	988.9
6847032	Baby	808	1607.92	848	1687.52	848	1687.52	823	1637.77	831	1653.69	848	1687.52
6863591	Sodas and Drinks	829	14880.55	812	14575.4	812	14575.4	828	14862.6	836	15006.2	811	14557.45
6863968	International	630	6268.5	611	6079.45	611	6079.45	629	6258.55	654	6507.3	680	6766
6873702	Freezer	105	1993.95	103	1955.97	103	1955.97	100	1899	104	1974.96	101	1917.99
6879456	Snacks	897	8028.15	906	8108.7	942	8430.9	980	8771	960	8592	922	8251.9
6881318	Produce	553	967.75	575	1006.25	564	987	592	1036	616	1078	591	1034.25
6886154	Produce	256	4992	251	4894.5	248	4836	250	4875	263	5128.5	274	5343
6889198	Sodas and Drinks	932	1817.4	923	1799.85	969	1889.55	998	1946.1	1048	2043.6	1058	2063.1
6897645	Baby	834	6630.3	826	6566.7	867	6892.65	902	7170.9	929	7385.55	966	7679.7
6899790	Produce	316	4104.84	319	4143.81	322	4182.78	322	4182.78	319	4143.81	306	3974.94
6900065	Produce	935	5600.65	963	5768.37	973	5828.27	1012	6061.88	982	5882.18	972	5822.28
6910087	Baby	979	5384.5	989	5439.5	1009	5549.5	1009	5549.5	1029	5659.5	1039	5714.5
6919816	Produce	401	2000.99	413	2060.87	401	2000.99	413	2060.87	417	2080.83	446	2225.54
6925576	Freezer	924	1617	896	1568	914	1599.5	951	1664.25	961	1681.75	1047	1832.25
6945087	Produce	593	2935.35	623	3083.85	617	3054.15	648	3207.6	648	3207.6	687	3400.65
6946489	Snacks	715	9287.85	722	9378.78	758	9846.42	735	9547.65	742	9638.58	801	10404.99
6947034	Baby	727	7989.73	756	8308.44	748	8220.52	778	8550.22	817	8978.83	776	8528.24
6950725	Dairy	236	2537	241	2590.75	253	2719.75	250	2687.5	253	2719.75	268	2881
6974647	Freezer	524	10474.76	550	10994.5	539	10774.61	550	10994.5	545	10894.55	583	11654.17
6975500	Produce	62	1239.38	61	1219.39	59	1179.41	62	1239.38	63	1259.37	62	1239.38
6977854	Produce	298	581.1	310	604.5	326	635.7	323	629.85	323	629.85	320	624
6989057	Freezer	365	2901.75	358	2846.1	365	2901.75	376	2989.2	376	2989.2	376	2989.2
7013857	Baby	892	16939.08	910	17280.9	901	17109.99	892	16939.08	937	17793.63	890	16901.1
7014410	Dairy	142	1668.5	149	1750.75	148	1739	148	1739	155	1821.25	169	1985.75
7015576	Produce	573	5128.35	590	5280.5	614	5495.3	626	5602.7	632	5656.4	683	6112.85
7016523	Freezer	89	529.55	90	535.5	95	565.25	93	553.35	97	577.15	104	618.8
7017059	Produce	958	6706	987	6909	1036	7252	1026	7182	1057	7399	1068	7476
7019774	Dairy	1037	17618.63	1027	17448.73	1048	17805.52	1058	17975.42	1026	17431.74	1118	18994.82
7024041	Baby	69	620.31	69	620.31	67	602.33	70	629.3	74	665.26	72	647.28
7033684	Dairy	291	858.45	297	876.15	306	902.7	309	911.55	318	938.1	324	955.8
7036018	International	615	2460	633	2532	639	2556	671	2684	684	2736	698	2792
7051486	Baby	637	3178.63	631	3148.69	612	3053.88	636	3173.64	668	3333.32	635	3168.65
7058569	Produce	317	2060.5	317	2060.5	307	1995.5	316	2054	307	1995.5	310	2015
7085407	Produce	327	6209.73	343	6513.57	340	6456.6	343	6513.57	340	6456.6	337	6399.63
7090800	Freezer	594	4152.06	612	4277.88	612	4277.88	630	4403.7	649	4536.51	688	4809.12
7093213	Dairy	312	3042	321	3129.75	311	3032.25	320	3120	310	3022.5	298	2905.5
7100954	Dairy	606	8477.94	624	8729.76	649	9079.51	643	8995.57	624	8729.76	668	9345.32
7103466	Baby	527	1554.65	553	1631.35	575	1696.25	604	1781.8	586	1728.7	592	1746.4
7104250	Refrigerated	70	1329.3	71	1348.29	69	1310.31	70	1329.3	74	1405.26	81	1538.19
7123179	Sodas and Drinks	231	1152.69	233	1162.67	226	1127.74	235	1172.65	228	1137.72	251	1252.49
7129679	Produce	999	14975.01	1009	15124.91	989	14825.11	969	14525.31	998	14960.02	1008	15109.92
7159038	Baby	11	197.45	11	197.45	11	197.45	11	197.45	11	197.45	12	215.4
7159457	Baby	38	493.62	38	493.62	39	506.61	41	532.59	41	532.59	39	506.61
7178303	Sodas and Drinks	491	3412.45	491	3412.45	506	3516.7	516	3586.2	501	3481.95	526	3655.7
7181378	Snacks	894	1788	930	1860	958	1916	948	1896	976	1952	1064	2128
7189308	Canned Goods	882	12339.18	856	11975.44	847	11849.53	847	11849.53	855	11961.45	846	11835.54
7190279	Canned Goods	309	923.91	315	941.85	309	923.91	306	914.94	303	905.97	303	905.97
7216658	Produce	195	2525.25	189	2447.55	189	2447.55	198	2564.1	194	2512.3	194	2512.3
7224604	Produce	1012	19987	1052	20777	1031	20362.25	1072	21172	1040	20540	1134	22396.5
7229762	Freezer	70	1466.5	70	1466.5	68	1424.6	68	1424.6	71	1487.45	78	1634.1
7231365	Sodas and Drinks	464	9720.8	483	10118.85	488	10223.6	483	10118.85	488	10223.6	527	11040.65
7232371	Snacks	126	1631.7	132	1709.4	137	1774.15	133	1722.35	136	1761.2	144	1864.8
7236009	Produce	849	3353.55	849	3353.55	824	3254.8	849	3353.55	832	3286.4	890	3515.5
7243503	Refrigerated	375	3746.25	371	3706.29	378	3776.22	370	3696.3	366	3656.34	392	3916.08
7244503	Refrigerated	616	1232	616	1232	622	1244	622	1244	647	1294	641	1282
7248292	Refrigerated	845	3337.75	837	3306.15	829	3274.55	870	3436.5	870	3436.5	870	3436.5
7258324	Baby	903	16208.85	876	15724.2	920	16514	892	16011.4	919	16496.05	1002	17985.9
7258579	Produce	839	14221.05	814	13797.3	822	13932.9	847	14356.65	889	15068.55	916	15526.2
7267736	Produce	44	129.8	43	126.85	43	126.85	43	126.85	43	126.85	46	135.7
7289406	Produce	681	8846.19	708	9196.92	715	9287.85	751	9755.49	728	9456.72	713	9261.87
7298250	Snacks	123	369	127	381	123	369	128	384	134	402	141	423
7305482	Baby	230	2987.7	225	2922.75	234	3039.66	227	2948.73	238	3091.62	228	2961.72
7336955	Produce	431	4305.69	418	4175.82	410	4095.9	406	4055.94	426	4255.74	405	4045.95
7347862	Freezer	1035	20689.65	1035	20689.65	1076	21509.24	1108	22148.92	1152	23028.48	1233	24647.67
7348686	International	926	8287.7	907	8117.65	934	8359.3	934	8359.3	925	8278.75	953	8529.35
7375846	Refrigerated	324	2264.76	340	2376.6	330	2306.7	347	2425.53	364	2544.36	357	2495.43
7384120	Freezer	577	11511.15	606	12089.7	630	12568.5	649	12947.55	675	13466.25	689	13745.55
7407674	Refrigerated	379	4544.21	394	4724.06	394	4724.06	386	4628.14	394	4724.06	390	4676.1
7415025	Baby	570	8977.5	581	9150.75	569	8961.75	563	8867.25	546	8599.5	557	8772.75
7418148	Produce	98	1269.1	103	1333.85	108	1398.6	112	1450.4	111	1437.45	109	1411.55
7419341	Sodas and Drinks	143	999.57	146	1020.54	143	999.57	147	1027.53	143	999.57	140	978.6
7454896	Produce	574	3874.5	603	4070.25	597	4029.75	603	4070.25	627	4232.25	683	4610.25
7474100	Produce	665	11970	698	12564	733	13194	718	12924	696	12528	682	12276
7503372	Sodas and Drinks	10	19.9	10	19.9	10	19.9	10	19.9	10	19.9	10	19.9
7505141	Snacks	10	29.9	10	29.9	10	29.9	10	29.9	10	29.9	11	32.89
7509930	Refrigerated	448	3131.52	448	3131.52	461	3222.39	470	3285.3	489	3418.11	513	3585.87
7516105	Produce	654	13727.46	641	13454.59	635	13328.65	648	13601.52	635	13328.65	622	13055.78
7531999	Produce	434	6922.3	443	7065.85	447	7129.65	451	7193.45	474	7560.3	479	7640.05
7553180	Produce	882	3307.5	856	3210	890	3337.5	872	3270	863	3236.25	906	3397.5
7555886	Baby	237	1884.15	235	1868.25	244	1939.8	237	1884.15	249	1979.55	242	1923.9
7560318	Dairy	49	685.51	49	685.51	51	713.49	54	755.46	56	783.44	60	839.4
7564925	Dairy	513	6150.87	498	5971.02	523	6270.77	539	6462.61	539	6462.61	512	6138.88
7615162	Snacks	879	7867.05	888	7947.6	870	7786.5	870	7786.5	896	8019.2	986	8824.7
7628257	Baby	578	10375.1	566	10159.7	555	9962.25	549	9854.55	538	9657.1	576	10339.2
7631954	Freezer	693	1212.75	728	1274	743	1300.25	780	1365	780	1365	811	1419.25
7649742	Snacks	915	10065	942	10362	914	10054	960	10560	979	10769	1028	11308
7650282	Snacks	936	3510	917	3438.75	945	3543.75	954	3577.5	944	3540	953	3573.75
7654499	Produce	266	5051.34	266	5051.34	271	5146.29	279	5298.21	285	5412.15	271	5146.29
7682525	Canned Goods	708	10612.92	736	11032.64	736	11032.64	765	11467.35	750	11242.5	773	11587.27
7685688	Canned Goods	310	1705	301	1655.5	304	1672	295	1622.5	289	1589.5	275	1512.5
7686799	Sodas and Drinks	626	3724.7	620	3689	639	3802.05	645	3837.75	645	3837.75	697	4147.15
7689024	Sodas and Drinks	165	988.35	162	970.38	164	982.36	169	1012.31	164	982.36	179	1072.21
7693416	Dairy	278	4156.1	286	4275.7	277	4141.15	285	4260.75	282	4215.9	288	4305.6
7709611	Baby	147	1021.65	154	1070.3	154	1070.3	151	1049.45	153	1063.35	168	1167.6
7710250	Produce	245	4410	255	4590	265	4770	273	4914	287	5166	307	5526
7718532	Dairy	283	5094	286	5148	280	5040	277	4986	274	4932	271	4878
7718609	Dairy	929	13925.71	929	13925.71	920	13790.8	938	14060.62	966	14480.34	947	14195.53
7722751	Snacks	694	6239.06	687	6176.13	680	6113.2	694	6239.06	680	6113.2	646	5807.54
7731295	Canned Goods	516	4618.2	542	4850.9	553	4949.35	559	5003.05	559	5003.05	598	5352.1
7731809	Refrigerated	720	11160	749	11609.5	749	11609.5	764	11842	756	11718	741	11485.5
7746896	Produce	737	10870.75	722	10649.5	751	11077.25	774	11416.5	766	11298.5	751	11077.25
7758290	Dairy	672	6384	699	6640.5	699	6640.5	727	6906.5	742	7049	779	7400.5
7760599	Produce	489	5863.11	474	5683.26	465	5575.35	484	5803.16	489	5863.11	494	5923.06
7775458	Produce	946	13196.7	937	13071.15	909	12680.55	882	12303.9	882	12303.9	882	12303.9
7778717	Snacks	169	1519.31	171	1537.29	176	1582.24	171	1537.29	178	1600.22	171	1537.29
7780373	Produce	443	7508.85	439	7441.05	461	7813.95	479	8119.05	469	7949.55	446	7559.7
7792179	International	777	6216	761	6088	776	6208	760	6080	752	6016	775	6200
7811202	Canned Goods	782	7820	805	8050	789	7890	821	8210	846	8460	854	8540
7816200	Refrigerated	646	12758.5	665	13133.75	692	13667	699	13805.25	706	13943.5	692	13667
7824959	Refrigerated	280	277.2	277	274.23	271	268.29	282	279.18	290	287.1	302	298.98
7845295	Sodas and Drinks	337	4714.63	350	4896.5	343	4798.57	353	4938.47	367	5134.33	396	5540.04
7849173	Canned Goods	348	5912.52	348	5912.52	351	5963.49	340	5776.6	333	5657.67	366	6218.34
7854265	Produce	138	2891.1	135	2828.25	135	2828.25	131	2744.45	135	2828.25	147	3079.65
7864067	Produce	639	10856.61	671	11400.29	651	11060.49	638	10839.62	664	11281.36	691	11740.09
7865259	Produce	153	1069.47	159	1111.41	154	1076.46	160	1118.4	155	1083.45	150	1048.5
7880591	Produce	246	3933.54	248	3965.52	241	3853.59	253	4045.47	250	3997.5	265	4237.35
7891829	Refrigerated	333	3646.35	346	3788.7	363	3974.85	367	4018.65	382	4182.9	405	4434.75
7895117	Dairy	476	9039.24	490	9305.1	510	9684.9	505	9589.95	530	10064.7	535	10159.65
7900319	Snacks	810	13761.9	842	14305.58	884	15019.16	857	14560.43	883	15002.17	883	15002.17
7914902	Produce	479	10054.21	498	10453.02	483	10138.17	502	10536.98	492	10327.08	497	10432.03
7916097	Canned Goods	732	14603.4	725	14463.75	718	14324.1	754	15042.3	784	15640.8	839	16738.05
7916635	Produce	288	3453.12	291	3489.09	294	3525.06	288	3453.12	288	3453.12	311	3728.89
7933385	Baby	110	874.5	116	922.2	118	938.1	117	930.15	123	977.85	125	993.75
7935793	Baby	510	8664.9	536	9106.64	531	9021.69	542	9208.58	531	9021.69	584	9922.16
7938570	Produce	78	545.22	80	559.2	82	573.18	80	559.2	82	573.18	86	601.14
7938864	Refrigerated	861	817.95	870	826.5	914	868.3	887	842.65	887	842.65	922	875.9
7948322	International	32	312	31	302.25	32	312	33	321.75	34	331.5	37	360.75
7951038	Canned Goods	121	2050.95	127	2152.65	126	2135.7	122	2067.9	123	2084.85	118	2000.1
7962054	Baby	615	1845	646	1938	646	1938	659	1977	639	1917	690	2070
7964118	Produce	49	379.75	49	379.75	51	395.25	52	403	52	403	55	426.25
7968731	Freezer	505	3509.75	520	3614	515	3579.25	525	3648.75	530	3683.5	572	3975.4
7969096	Dairy	524	8378.76	540	8634.6	551	8810.49	568	9082.32	591	9450.09	632	10105.68
7983283	Sodas and Drinks	973	9243.5	944	8968	963	9148.5	1002	9519	1052	9994	1020	9690
7993052	Dairy	514	4620.86	524	4710.76	508	4566.92	498	4477.02	503	4521.97	493	4432.07
8000519	Dairy	325	308.75	328	311.6	331	314.45	324	307.8	330	313.5	333	316.35
8012975	Dairy	933	923.67	933	923.67	980	970.2	1009	998.91	1039	1028.61	997	987.03
8015796	Produce	813	13617.75	854	14304.5	845	14153.75	879	14723.25	897	15024.75	852	14271
8036717	International	871	5008.25	845	4858.75	845	4858.75	845	4858.75	870	5002.5	931	5353.25
8038561	Freezer	435	4676.25	444	4773	453	4869.75	471	5063.25	490	5267.5	515	5536.25
8040909	Dairy	382	5710.9	386	5770.7	374	5591.3	393	5875.35	397	5935.15	377	5636.15
8042453	Produce	454	1357.46	440	1315.6	458	1369.42	458	1369.42	481	1438.19	462	1381.38
8048265	Refrigerated	220	110	229	114.5	224	112	228	114	226	113	235	117.5
8049256	Refrigerated	432	6372	436	6431	427	6298.25	431	6357.25	453	6681.75	485	7153.75
8054068	Canned Goods	98	1171.1	100	1195	103	1230.85	104	1242.8	109	1302.55	113	1350.35
8062521	Produce	167	3164.65	172	3259.4	179	3392.05	184	3486.8	188	3562.6	199	3771.05
8073106	Dairy	401	8400.95	409	8568.55	421	8819.95	438	9176.1	434	9092.3	417	8736.15
8073681	Snacks	158	118.5	164	123	167	125.25	164	123	166	124.5	174	130.5
8082511	Dairy	352	4558.4	341	4415.95	341	4415.95	331	4286.45	348	4506.6	369	4778.55
8082802	Snacks	794	6344.06	802	6407.98	834	6663.66	867	6927.33	910	7270.9	883	7055.17
8113411	International	987	4925.13	1036	5169.64	1005	5014.95	1045	5214.55	1045	5214.55	1045	5214.55
8116171	Produce	226	3613.74	233	3725.67	240	3837.6	235	3757.65	247	3949.53	267	4269.33
8127889	Dairy	488	4880	488	4880	498	4980	488	4880	493	4930	478	4780
8136717	Canned Goods	780	16372.2	757	15889.43	765	16057.35	757	15889.43	757	15889.43	719	15091.81
8146276	Produce	68	679.32	71	709.29	70	699.3	72	719.28	71	709.29	71	709.29
8158364	Freezer	247	3939.65	242	3859.9	247	3939.65	249	3971.55	256	4083.2	248	3955.6
8176110	Produce	338	1335.1	341	1346.95	338	1335.1	338	1335.1	348	1374.6	376	1485.2
8182035	Canned Goods	83	1240.85	87	1300.65	85	1270.75	83	1240.85	81	1210.95	80	1196
8185645	Produce	280	5877.2	277	5814.23	280	5877.2	283	5940.17	275	5772.25	281	5898.19
8192062	Produce	487	2435	506	2530	511	2555	496	2480	516	2580	547	2735
8207163	Snacks	931	3258.5	912	3192	885	3097.5	894	3129	894	3129	912	3192
8218751	Baby	687	6870	673	6730	673	6730	680	6800	660	6600	647	6470
8226588	Produce	700	4165	700	4165	686	4081.7	693	4123.35	714	4248.3	735	4373.25
8237668	Dairy	120	838.8	119	831.81	117	817.83	119	831.81	123	859.77	122	852.78
8253993	Produce	883	6622.5	918	6885	955	7162.5	945	7087.5	926	6945	880	6600
8272524	Baby	763	6065.85	778	6185.1	755	6002.25	785	6240.75	824	6550.8	882	7011.9
8274916	Sodas and Drinks	1024	18380.8	1065	19116.75	1118	20068.1	1096	19673.2	1140	20463	1083	19439.85
8276962	Snacks	391	5083	391	5083	383	4979	379	4927	387	5031	406	5278
8289882	Refrigerated	848	11863.52	831	11625.69	873	12213.27	882	12339.18	926	12954.74	917	12828.83
8290141	Produce	85	934.15	85	934.15	85	934.15	86	945.14	83	912.17	87	956.13
8300517	International	331	3293.45	321	3193.95	318	3164.1	324	3223.8	340	3383	367	3651.65
8302469	Produce	48	468	49	477.75	50	487.5	50	487.5	49	477.75	50	487.5
8304057	Dairy	751	15733.45	736	15419.2	765	16026.75	773	16194.35	750	15712.5	810	16969.5
8311299	International	387	1544.13	402	1603.98	422	1683.78	443	1767.57	443	1767.57	465	1855.35
8325530	Produce	1003	10019.97	993	9920.07	983	9820.17	963	9620.37	982	9810.18	1011	10099.89
8347392	International	749	8950.55	779	9309.05	802	9583.9	778	9297.1	809	9667.55	817	9763.15
8353695	Canned Goods	401	8416.99	413	8668.87	401	8416.99	397	8333.03	389	8165.11	428	8983.72
8357814	International	632	11344.4	664	11918.8	644	11559.8	638	11452.1	664	11918.8	730	13103.5
8365999	Sodas and Drinks	847	7614.53	839	7542.61	873	7848.27	917	8243.83	963	8657.37	915	8225.85
8372765	Baby	188	3946.12	194	4072.06	192	4030.08	186	3904.14	184	3862.16	177	3715.23
8394383	Freezer	505	3787.5	500	3750	505	3787.5	490	3675	515	3862.5	500	3750
8399688	Snacks	756	2079	794	2183.5	786	2161.5	825	2268.75	850	2337.5	859	2362.25
8403060	Sodas and Drinks	334	6663.3	327	6523.65	327	6523.65	330	6583.5	347	6922.65	354	7062.3
8408791	Snacks	83	1410.17	87	1478.13	84	1427.16	83	1410.17	81	1376.19	86	1461.14
8410674	Produce	282	267.9	276	262.2	284	269.8	278	264.1	289	274.55	315	299.25
8419208	Snacks	385	8081.15	373	7829.27	388	8144.12	388	8144.12	396	8312.04	436	9151.64
8422966	Dairy	915	15326.25	924	15477	896	15008	905	15158.75	914	15309.5	1005	16833.75
8437176	Produce	546	3794.7	562	3905.9	556	3864.2	562	3905.9	562	3905.9	596	4142.2
8447917	Dairy	278	553.22	289	575.11	301	598.99	304	604.96	313	622.87	297	591.03
8461765	Produce	605	12069.75	623	12428.85	629	12548.55	610	12169.5	622	12408.9	653	13027.35
8470171	International	985	12312.5	975	12187.5	946	11825	993	12412.5	1043	13037.5	1012	12650
8488884	Canned Goods	750	8062.5	788	8471	820	8815	845	9083.75	879	9449.25	941	10115.75
8489918	Freezer	93	1297.35	97	1353.15	95	1325.25	98	1367.1	101	1408.95	100	1395
8491262	Produce	825	12787.5	858	13299	832	12896	815	12632.5	839	13004.5	889	13779.5
8499798	Refrigerated	162	315.9	162	315.9	168	327.6	163	317.85	161	313.95	155	302.25
8503403	Canned Goods	589	11774.11	618	12353.82	649	12973.51	649	12973.51	655	13093.45	721	14412.79
8506848	Refrigerated	73	1313.27	72	1295.28	75	1349.25	74	1331.26	72	1295.28	69	1241.31
8506926	International	400	7500	396	7425	392	7350	388	7275	407	7631.25	403	7556.25
8508234	Canned Goods	881	4396.19	890	4441.1	899	4486.01	881	4396.19	881	4396.19	934	4660.66
8510019	Sodas and Drinks	466	9320	485	9700	485	9700	485	9700	470	9400	447	8940
8517811	Dairy	578	2306.22	566	2258.34	589	2350.11	589	2350.11	577	2302.23	548	2186.52
8551490	Produce	867	2592.33	841	2514.59	833	2490.67	866	2589.34	840	2511.6	874	2613.26
8558527	Baby	627	1849.65	640	1888	672	1982.4	692	2041.4	706	2082.7	748	2206.6
8580913	Canned Goods	185	1757.5	191	1814.5	201	1909.5	195	1852.5	195	1852.5	197	1871.5
8581919	Produce	1015	6597.5	1005	6532.5	1055	6857.5	1108	7202	1108	7202	1130	7345
